"Date","Year","Month","variable","value","scenario","method"
2035-01-01,2035,1,"prec",22.0127789257989,"SSP2-4.5 (Middle of the Road)","Statistical"
2035-02-01,2035,2,"prec",31.9519307014573,"SSP2-4.5 (Middle of the Road)","Statistical"
2035-03-01,2035,3,"prec",41.1279394055585,"SSP2-4.5 (Middle of the Road)","Statistical"
2035-04-01,2035,4,"prec",112.874693110131,"SSP2-4.5 (Middle of the Road)","Statistical"
2035-05-01,2035,5,"prec",194.925945932649,"SSP2-4.5 (Middle of the Road)","Statistical"
2035-06-01,2035,6,"prec",528.373856198636,"SSP2-4.5 (Middle of the Road)","Statistical"
2035-07-01,2035,7,"prec",512.152022890655,"SSP2-4.5 (Middle of the Road)","Statistical"
2035-08-01,2035,8,"prec",396.960747448996,"SSP2-4.5 (Middle of the Road)","Statistical"
2035-09-01,2035,9,"prec",240.591277414584,"SSP2-4.5 (Middle of the Road)","Statistical"
2035-10-01,2035,10,"prec",94.126859750166,"SSP2-4.5 (Middle of the Road)","Statistical"
2035-11-01,2035,11,"prec",60.2747772031378,"SSP2-4.5 (Middle of the Road)","Statistical"
2035-12-01,2035,12,"prec",34.0033952193192,"SSP2-4.5 (Middle of the Road)","Statistical"
2036-01-01,2036,1,"prec",28.5834095772752,"SSP2-4.5 (Middle of the Road)","Statistical"
2036-02-01,2036,2,"prec",44.7510588226334,"SSP2-4.5 (Middle of the Road)","Statistical"
2036-03-01,2036,3,"prec",49.4063329853993,"SSP2-4.5 (Middle of the Road)","Statistical"
2036-04-01,2036,4,"prec",88.9525140860988,"SSP2-4.5 (Middle of the Road)","Statistical"
2036-05-01,2036,5,"prec",209.524183699549,"SSP2-4.5 (Middle of the Road)","Statistical"
2036-06-01,2036,6,"prec",525.911333053799,"SSP2-4.5 (Middle of the Road)","Statistical"
2036-07-01,2036,7,"prec",409.487272102711,"SSP2-4.5 (Middle of the Road)","Statistical"
2036-08-01,2036,8,"prec",311.829373117164,"SSP2-4.5 (Middle of the Road)","Statistical"
2036-09-01,2036,9,"prec",231.717905216238,"SSP2-4.5 (Middle of the Road)","Statistical"
2036-10-01,2036,10,"prec",104.086590570806,"SSP2-4.5 (Middle of the Road)","Statistical"
2036-11-01,2036,11,"prec",61.166873929589,"SSP2-4.5 (Middle of the Road)","Statistical"
2036-12-01,2036,12,"prec",37.7876810519863,"SSP2-4.5 (Middle of the Road)","Statistical"
2037-01-01,2037,1,"prec",25.5379085136806,"SSP2-4.5 (Middle of the Road)","Statistical"
2037-02-01,2037,2,"prec",41.784783007145,"SSP2-4.5 (Middle of the Road)","Statistical"
2037-03-01,2037,3,"prec",38.8129887377896,"SSP2-4.5 (Middle of the Road)","Statistical"
2037-04-01,2037,4,"prec",94.2922663534612,"SSP2-4.5 (Middle of the Road)","Statistical"
2037-05-01,2037,5,"prec",128.286774479695,"SSP2-4.5 (Middle of the Road)","Statistical"
2037-06-01,2037,6,"prec",355.091259269377,"SSP2-4.5 (Middle of the Road)","Statistical"
2037-07-01,2037,7,"prec",413.124678234449,"SSP2-4.5 (Middle of the Road)","Statistical"
2037-08-01,2037,8,"prec",518.621541585967,"SSP2-4.5 (Middle of the Road)","Statistical"
2037-09-01,2037,9,"prec",305.099420523921,"SSP2-4.5 (Middle of the Road)","Statistical"
2037-10-01,2037,10,"prec",126.689369369072,"SSP2-4.5 (Middle of the Road)","Statistical"
2037-11-01,2037,11,"prec",64.0484651268752,"SSP2-4.5 (Middle of the Road)","Statistical"
2037-12-01,2037,12,"prec",32.0072275939131,"SSP2-4.5 (Middle of the Road)","Statistical"
2038-01-01,2038,1,"prec",24.148573706381,"SSP2-4.5 (Middle of the Road)","Statistical"
2038-02-01,2038,2,"prec",30.0954592997359,"SSP2-4.5 (Middle of the Road)","Statistical"
2038-03-01,2038,3,"prec",63.8261732284241,"SSP2-4.5 (Middle of the Road)","Statistical"
2038-04-01,2038,4,"prec",100.300184495494,"SSP2-4.5 (Middle of the Road)","Statistical"
2038-05-01,2038,5,"prec",165.311311101069,"SSP2-4.5 (Middle of the Road)","Statistical"
2038-06-01,2038,6,"prec",421.037096328506,"SSP2-4.5 (Middle of the Road)","Statistical"
2038-07-01,2038,7,"prec",505.693448909672,"SSP2-4.5 (Middle of the Road)","Statistical"
2038-08-01,2038,8,"prec",514.154646081626,"SSP2-4.5 (Middle of the Road)","Statistical"
2038-09-01,2038,9,"prec",368.677492072073,"SSP2-4.5 (Middle of the Road)","Statistical"
2038-10-01,2038,10,"prec",150.898283716662,"SSP2-4.5 (Middle of the Road)","Statistical"
2038-11-01,2038,11,"prec",33.6474068066154,"SSP2-4.5 (Middle of the Road)","Statistical"
2038-12-01,2038,12,"prec",37.5996415055115,"SSP2-4.5 (Middle of the Road)","Statistical"
2039-01-01,2039,1,"prec",23.5976228075124,"SSP2-4.5 (Middle of the Road)","Statistical"
2039-02-01,2039,2,"prec",31.8375341418609,"SSP2-4.5 (Middle of the Road)","Statistical"
2039-03-01,2039,3,"prec",41.4255286295128,"SSP2-4.5 (Middle of the Road)","Statistical"
2039-04-01,2039,4,"prec",92.0191082457884,"SSP2-4.5 (Middle of the Road)","Statistical"
2039-05-01,2039,5,"prec",135.827083826608,"SSP2-4.5 (Middle of the Road)","Statistical"
2039-06-01,2039,6,"prec",395.951217323989,"SSP2-4.5 (Middle of the Road)","Statistical"
2039-07-01,2039,7,"prec",417.811516353797,"SSP2-4.5 (Middle of the Road)","Statistical"
2039-08-01,2039,8,"prec",474.107256000362,"SSP2-4.5 (Middle of the Road)","Statistical"
2039-09-01,2039,9,"prec",291.595778536676,"SSP2-4.5 (Middle of the Road)","Statistical"
2039-10-01,2039,10,"prec",139.596183681441,"SSP2-4.5 (Middle of the Road)","Statistical"
2039-11-01,2039,11,"prec",53.6258097297223,"SSP2-4.5 (Middle of the Road)","Statistical"
2039-12-01,2039,12,"prec",28.8379928519389,"SSP2-4.5 (Middle of the Road)","Statistical"
2040-01-01,2040,1,"prec",30.1100213985704,"SSP2-4.5 (Middle of the Road)","Statistical"
2040-02-01,2040,2,"prec",37.8255684586862,"SSP2-4.5 (Middle of the Road)","Statistical"
2040-03-01,2040,3,"prec",61.5831396418174,"SSP2-4.5 (Middle of the Road)","Statistical"
2040-04-01,2040,4,"prec",89.2137526484674,"SSP2-4.5 (Middle of the Road)","Statistical"
2040-05-01,2040,5,"prec",187.872409633067,"SSP2-4.5 (Middle of the Road)","Statistical"
2040-06-01,2040,6,"prec",398.591701928428,"SSP2-4.5 (Middle of the Road)","Statistical"
2040-07-01,2040,7,"prec",727.978812456986,"SSP2-4.5 (Middle of the Road)","Statistical"
2040-08-01,2040,8,"prec",441.398857701359,"SSP2-4.5 (Middle of the Road)","Statistical"
2040-09-01,2040,9,"prec",301.369654369317,"SSP2-4.5 (Middle of the Road)","Statistical"
2040-10-01,2040,10,"prec",151.431279332572,"SSP2-4.5 (Middle of the Road)","Statistical"
2040-11-01,2040,11,"prec",73.5583752615574,"SSP2-4.5 (Middle of the Road)","Statistical"
2040-12-01,2040,12,"prec",35.0639750521262,"SSP2-4.5 (Middle of the Road)","Statistical"
2041-01-01,2041,1,"prec",20.9358890006099,"SSP2-4.5 (Middle of the Road)","Statistical"
2041-02-01,2041,2,"prec",38.7601407539913,"SSP2-4.5 (Middle of the Road)","Statistical"
2041-03-01,2041,3,"prec",53.9048867111209,"SSP2-4.5 (Middle of the Road)","Statistical"
2041-04-01,2041,4,"prec",119.028605335461,"SSP2-4.5 (Middle of the Road)","Statistical"
2041-05-01,2041,5,"prec",193.197557584223,"SSP2-4.5 (Middle of the Road)","Statistical"
2041-06-01,2041,6,"prec",318.623409951427,"SSP2-4.5 (Middle of the Road)","Statistical"
2041-07-01,2041,7,"prec",401.340119355352,"SSP2-4.5 (Middle of the Road)","Statistical"
2041-08-01,2041,8,"prec",415.148709494907,"SSP2-4.5 (Middle of the Road)","Statistical"
2041-09-01,2041,9,"prec",273.760464356915,"SSP2-4.5 (Middle of the Road)","Statistical"
2041-10-01,2041,10,"prec",141.997076340117,"SSP2-4.5 (Middle of the Road)","Statistical"
2041-11-01,2041,11,"prec",35.3169028230054,"SSP2-4.5 (Middle of the Road)","Statistical"
2041-12-01,2041,12,"prec",28.7276724277706,"SSP2-4.5 (Middle of the Road)","Statistical"
2042-01-01,2042,1,"prec",29.5831471144947,"SSP2-4.5 (Middle of the Road)","Statistical"
2042-02-01,2042,2,"prec",37.912041748486,"SSP2-4.5 (Middle of the Road)","Statistical"
2042-03-01,2042,3,"prec",52.1498072378822,"SSP2-4.5 (Middle of the Road)","Statistical"
2042-04-01,2042,4,"prec",107.189455290075,"SSP2-4.5 (Middle of the Road)","Statistical"
2042-05-01,2042,5,"prec",208.077066986903,"SSP2-4.5 (Middle of the Road)","Statistical"
2042-06-01,2042,6,"prec",481.348629984983,"SSP2-4.5 (Middle of the Road)","Statistical"
2042-07-01,2042,7,"prec",755.327083928167,"SSP2-4.5 (Middle of the Road)","Statistical"
2042-08-01,2042,8,"prec",571.463540523032,"SSP2-4.5 (Middle of the Road)","Statistical"
2042-09-01,2042,9,"prec",286.900918056715,"SSP2-4.5 (Middle of the Road)","Statistical"
2042-10-01,2042,10,"prec",162.206753077487,"SSP2-4.5 (Middle of the Road)","Statistical"
2042-11-01,2042,11,"prec",61.0360957864452,"SSP2-4.5 (Middle of the Road)","Statistical"
2042-12-01,2042,12,"prec",33.3909773177575,"SSP2-4.5 (Middle of the Road)","Statistical"
2043-01-01,2043,1,"prec",32.9802493042712,"SSP2-4.5 (Middle of the Road)","Statistical"
2043-02-01,2043,2,"prec",41.4239947242849,"SSP2-4.5 (Middle of the Road)","Statistical"
2043-03-01,2043,3,"prec",46.5886352009588,"SSP2-4.5 (Middle of the Road)","Statistical"
2043-04-01,2043,4,"prec",113.379226204539,"SSP2-4.5 (Middle of the Road)","Statistical"
2043-05-01,2043,5,"prec",212.108712196609,"SSP2-4.5 (Middle of the Road)","Statistical"
2043-06-01,2043,6,"prec",426.470008883128,"SSP2-4.5 (Middle of the Road)","Statistical"
2043-07-01,2043,7,"prec",563.926187465142,"SSP2-4.5 (Middle of the Road)","Statistical"
2043-08-01,2043,8,"prec",440.396481370373,"SSP2-4.5 (Middle of the Road)","Statistical"
2043-09-01,2043,9,"prec",330.612858632292,"SSP2-4.5 (Middle of the Road)","Statistical"
2043-10-01,2043,10,"prec",158.892685703007,"SSP2-4.5 (Middle of the Road)","Statistical"
2043-11-01,2043,11,"prec",66.1844803055356,"SSP2-4.5 (Middle of the Road)","Statistical"
2043-12-01,2043,12,"prec",23.5887648084642,"SSP2-4.5 (Middle of the Road)","Statistical"
2044-01-01,2044,1,"prec",30.5146659083756,"SSP2-4.5 (Middle of the Road)","Statistical"
2044-02-01,2044,2,"prec",50.9518473268651,"SSP2-4.5 (Middle of the Road)","Statistical"
2044-03-01,2044,3,"prec",65.3705660557252,"SSP2-4.5 (Middle of the Road)","Statistical"
2044-04-01,2044,4,"prec",117.653494297419,"SSP2-4.5 (Middle of the Road)","Statistical"
2044-05-01,2044,5,"prec",187.965594378885,"SSP2-4.5 (Middle of the Road)","Statistical"
2044-06-01,2044,6,"prec",508.24329085277,"SSP2-4.5 (Middle of the Road)","Statistical"
2044-07-01,2044,7,"prec",792.743315476431,"SSP2-4.5 (Middle of the Road)","Statistical"
2044-08-01,2044,8,"prec",729.900561330694,"SSP2-4.5 (Middle of the Road)","Statistical"
2044-09-01,2044,9,"prec",294.394897007119,"SSP2-4.5 (Middle of the Road)","Statistical"
2044-10-01,2044,10,"prec",161.366530247688,"SSP2-4.5 (Middle of the Road)","Statistical"
2044-11-01,2044,11,"prec",61.6798855170018,"SSP2-4.5 (Middle of the Road)","Statistical"
2044-12-01,2044,12,"prec",42.0615070877246,"SSP2-4.5 (Middle of the Road)","Statistical"
2045-01-01,2045,1,"prec",23.4397418973962,"SSP2-4.5 (Middle of the Road)","Statistical"
2045-02-01,2045,2,"prec",38.9871799126996,"SSP2-4.5 (Middle of the Road)","Statistical"
2045-03-01,2045,3,"prec",51.1584201690784,"SSP2-4.5 (Middle of the Road)","Statistical"
2045-04-01,2045,4,"prec",138.182329142273,"SSP2-4.5 (Middle of the Road)","Statistical"
2045-05-01,2045,5,"prec",226.735273142072,"SSP2-4.5 (Middle of the Road)","Statistical"
2045-06-01,2045,6,"prec",413.942534259995,"SSP2-4.5 (Middle of the Road)","Statistical"
2045-07-01,2045,7,"prec",526.726496611157,"SSP2-4.5 (Middle of the Road)","Statistical"
2045-08-01,2045,8,"prec",412.467699032477,"SSP2-4.5 (Middle of the Road)","Statistical"
2045-09-01,2045,9,"prec",351.145772513468,"SSP2-4.5 (Middle of the Road)","Statistical"
2045-10-01,2045,10,"prec",144.229982338464,"SSP2-4.5 (Middle of the Road)","Statistical"
2045-11-01,2045,11,"prec",66.8246327602191,"SSP2-4.5 (Middle of the Road)","Statistical"
2045-12-01,2045,12,"prec",35.4614612750463,"SSP2-4.5 (Middle of the Road)","Statistical"
2046-01-01,2046,1,"prec",27.9269980804385,"SSP2-4.5 (Middle of the Road)","Statistical"
2046-02-01,2046,2,"prec",30.939127443398,"SSP2-4.5 (Middle of the Road)","Statistical"
2046-03-01,2046,3,"prec",64.3620721722728,"SSP2-4.5 (Middle of the Road)","Statistical"
2046-04-01,2046,4,"prec",145.244243129785,"SSP2-4.5 (Middle of the Road)","Statistical"
2046-05-01,2046,5,"prec",165.241510796955,"SSP2-4.5 (Middle of the Road)","Statistical"
2046-06-01,2046,6,"prec",502.241199774778,"SSP2-4.5 (Middle of the Road)","Statistical"
2046-07-01,2046,7,"prec",521.512773371183,"SSP2-4.5 (Middle of the Road)","Statistical"
2046-08-01,2046,8,"prec",627.755174608721,"SSP2-4.5 (Middle of the Road)","Statistical"
2046-09-01,2046,9,"prec",263.915669596251,"SSP2-4.5 (Middle of the Road)","Statistical"
2046-10-01,2046,10,"prec",145.380965327822,"SSP2-4.5 (Middle of the Road)","Statistical"
2046-11-01,2046,11,"prec",52.2453452989613,"SSP2-4.5 (Middle of the Road)","Statistical"
2046-12-01,2046,12,"prec",35.7028523121245,"SSP2-4.5 (Middle of the Road)","Statistical"
2047-01-01,2047,1,"prec",29.4092146258655,"SSP2-4.5 (Middle of the Road)","Statistical"
2047-02-01,2047,2,"prec",39.9496785740127,"SSP2-4.5 (Middle of the Road)","Statistical"
2047-03-01,2047,3,"prec",71.0312292646594,"SSP2-4.5 (Middle of the Road)","Statistical"
2047-04-01,2047,4,"prec",126.189878677643,"SSP2-4.5 (Middle of the Road)","Statistical"
2047-05-01,2047,5,"prec",195.284471009246,"SSP2-4.5 (Middle of the Road)","Statistical"
2047-06-01,2047,6,"prec",550.097827500566,"SSP2-4.5 (Middle of the Road)","Statistical"
2047-07-01,2047,7,"prec",456.069600798228,"SSP2-4.5 (Middle of the Road)","Statistical"
2047-08-01,2047,8,"prec",327.780005019224,"SSP2-4.5 (Middle of the Road)","Statistical"
2047-09-01,2047,9,"prec",387.968249350179,"SSP2-4.5 (Middle of the Road)","Statistical"
2047-10-01,2047,10,"prec",126.345043290947,"SSP2-4.5 (Middle of the Road)","Statistical"
2047-11-01,2047,11,"prec",65.2907756641538,"SSP2-4.5 (Middle of the Road)","Statistical"
2047-12-01,2047,12,"prec",35.6084262525305,"SSP2-4.5 (Middle of the Road)","Statistical"
2048-01-01,2048,1,"prec",29.3537866524321,"SSP2-4.5 (Middle of the Road)","Statistical"
2048-02-01,2048,2,"prec",39.2717879279249,"SSP2-4.5 (Middle of the Road)","Statistical"
2048-03-01,2048,3,"prec",66.8857653955275,"SSP2-4.5 (Middle of the Road)","Statistical"
2048-04-01,2048,4,"prec",108.022484159649,"SSP2-4.5 (Middle of the Road)","Statistical"
2048-05-01,2048,5,"prec",193.774674475116,"SSP2-4.5 (Middle of the Road)","Statistical"
2048-06-01,2048,6,"prec",365.49618712254,"SSP2-4.5 (Middle of the Road)","Statistical"
2048-07-01,2048,7,"prec",717.603959389248,"SSP2-4.5 (Middle of the Road)","Statistical"
2048-08-01,2048,8,"prec",586.219091618035,"SSP2-4.5 (Middle of the Road)","Statistical"
2048-09-01,2048,9,"prec",287.220149812987,"SSP2-4.5 (Middle of the Road)","Statistical"
2048-10-01,2048,10,"prec",197.146932519309,"SSP2-4.5 (Middle of the Road)","Statistical"
2048-11-01,2048,11,"prec",49.6645897794362,"SSP2-4.5 (Middle of the Road)","Statistical"
2048-12-01,2048,12,"prec",40.4069538558498,"SSP2-4.5 (Middle of the Road)","Statistical"
2049-01-01,2049,1,"prec",29.9435165509488,"SSP2-4.5 (Middle of the Road)","Statistical"
2049-02-01,2049,2,"prec",30.4532736658372,"SSP2-4.5 (Middle of the Road)","Statistical"
2049-03-01,2049,3,"prec",50.3341098742436,"SSP2-4.5 (Middle of the Road)","Statistical"
2049-04-01,2049,4,"prec",101.81386879128,"SSP2-4.5 (Middle of the Road)","Statistical"
2049-05-01,2049,5,"prec",212.580893135211,"SSP2-4.5 (Middle of the Road)","Statistical"
2049-06-01,2049,6,"prec",463.307211992187,"SSP2-4.5 (Middle of the Road)","Statistical"
2049-07-01,2049,7,"prec",546.389047827408,"SSP2-4.5 (Middle of the Road)","Statistical"
2049-08-01,2049,8,"prec",539.021888100348,"SSP2-4.5 (Middle of the Road)","Statistical"
2049-09-01,2049,9,"prec",349.056899879701,"SSP2-4.5 (Middle of the Road)","Statistical"
2049-10-01,2049,10,"prec",197.679783604721,"SSP2-4.5 (Middle of the Road)","Statistical"
2049-11-01,2049,11,"prec",56.4042678777307,"SSP2-4.5 (Middle of the Road)","Statistical"
2049-12-01,2049,12,"prec",30.9599347427687,"SSP2-4.5 (Middle of the Road)","Statistical"
2050-01-01,2050,1,"prec",19.8261381967414,"SSP2-4.5 (Middle of the Road)","Statistical"
2050-02-01,2050,2,"prec",52.4637413401615,"SSP2-4.5 (Middle of the Road)","Statistical"
2050-03-01,2050,3,"prec",65.0338070665743,"SSP2-4.5 (Middle of the Road)","Statistical"
2050-04-01,2050,4,"prec",154.23255136049,"SSP2-4.5 (Middle of the Road)","Statistical"
2050-05-01,2050,5,"prec",227.82267707044,"SSP2-4.5 (Middle of the Road)","Statistical"
2050-06-01,2050,6,"prec",573.390113096144,"SSP2-4.5 (Middle of the Road)","Statistical"
2050-07-01,2050,7,"prec",612.758994571403,"SSP2-4.5 (Middle of the Road)","Statistical"
2050-08-01,2050,8,"prec",490.273016556444,"SSP2-4.5 (Middle of the Road)","Statistical"
2050-09-01,2050,9,"prec",336.018928246868,"SSP2-4.5 (Middle of the Road)","Statistical"
2050-10-01,2050,10,"prec",143.912429175102,"SSP2-4.5 (Middle of the Road)","Statistical"
2050-11-01,2050,11,"prec",68.1210713084703,"SSP2-4.5 (Middle of the Road)","Statistical"
2050-12-01,2050,12,"prec",43.4304718609648,"SSP2-4.5 (Middle of the Road)","Statistical"
2051-01-01,2051,1,"prec",32.055568866563,"SSP2-4.5 (Middle of the Road)","Statistical"
2051-02-01,2051,2,"prec",34.9721325682941,"SSP2-4.5 (Middle of the Road)","Statistical"
2051-03-01,2051,3,"prec",61.4354518238994,"SSP2-4.5 (Middle of the Road)","Statistical"
2051-04-01,2051,4,"prec",138.977767048479,"SSP2-4.5 (Middle of the Road)","Statistical"
2051-05-01,2051,5,"prec",195.666684745297,"SSP2-4.5 (Middle of the Road)","Statistical"
2051-06-01,2051,6,"prec",489.300866016428,"SSP2-4.5 (Middle of the Road)","Statistical"
2051-07-01,2051,7,"prec",873.139107888111,"SSP2-4.5 (Middle of the Road)","Statistical"
2051-08-01,2051,8,"prec",585.161780011673,"SSP2-4.5 (Middle of the Road)","Statistical"
2051-09-01,2051,9,"prec",454.513852559088,"SSP2-4.5 (Middle of the Road)","Statistical"
2051-10-01,2051,10,"prec",144.625868013344,"SSP2-4.5 (Middle of the Road)","Statistical"
2051-11-01,2051,11,"prec",54.5040075634577,"SSP2-4.5 (Middle of the Road)","Statistical"
2051-12-01,2051,12,"prec",41.415107218953,"SSP2-4.5 (Middle of the Road)","Statistical"
2052-01-01,2052,1,"prec",27.347287358769,"SSP2-4.5 (Middle of the Road)","Statistical"
2052-02-01,2052,2,"prec",45.1136053688589,"SSP2-4.5 (Middle of the Road)","Statistical"
2052-03-01,2052,3,"prec",53.8359852114656,"SSP2-4.5 (Middle of the Road)","Statistical"
2052-04-01,2052,4,"prec",96.1661976378488,"SSP2-4.5 (Middle of the Road)","Statistical"
2052-05-01,2052,5,"prec",228.639267615787,"SSP2-4.5 (Middle of the Road)","Statistical"
2052-06-01,2052,6,"prec",512.480815420778,"SSP2-4.5 (Middle of the Road)","Statistical"
2052-07-01,2052,7,"prec",556.519572758724,"SSP2-4.5 (Middle of the Road)","Statistical"
2052-08-01,2052,8,"prec",518.50192482798,"SSP2-4.5 (Middle of the Road)","Statistical"
2052-09-01,2052,9,"prec",440.816175146234,"SSP2-4.5 (Middle of the Road)","Statistical"
2052-10-01,2052,10,"prec",152.616940928344,"SSP2-4.5 (Middle of the Road)","Statistical"
2052-11-01,2052,11,"prec",39.239720899937,"SSP2-4.5 (Middle of the Road)","Statistical"
2052-12-01,2052,12,"prec",29.1275274581708,"SSP2-4.5 (Middle of the Road)","Statistical"
2053-01-01,2053,1,"prec",24.4614381143923,"SSP2-4.5 (Middle of the Road)","Statistical"
2053-02-01,2053,2,"prec",41.5110566096815,"SSP2-4.5 (Middle of the Road)","Statistical"
2053-03-01,2053,3,"prec",66.530289363132,"SSP2-4.5 (Middle of the Road)","Statistical"
2053-04-01,2053,4,"prec",110.853161340538,"SSP2-4.5 (Middle of the Road)","Statistical"
2053-05-01,2053,5,"prec",237.81657849654,"SSP2-4.5 (Middle of the Road)","Statistical"
2053-06-01,2053,6,"prec",538.142375898848,"SSP2-4.5 (Middle of the Road)","Statistical"
2053-07-01,2053,7,"prec",510.507271551063,"SSP2-4.5 (Middle of the Road)","Statistical"
2053-08-01,2053,8,"prec",502.394120592624,"SSP2-4.5 (Middle of the Road)","Statistical"
2053-09-01,2053,9,"prec",288.886867163523,"SSP2-4.5 (Middle of the Road)","Statistical"
2053-10-01,2053,10,"prec",241.935079528305,"SSP2-4.5 (Middle of the Road)","Statistical"
2053-11-01,2053,11,"prec",54.6694114888209,"SSP2-4.5 (Middle of the Road)","Statistical"
2053-12-01,2053,12,"prec",47.6136654857122,"SSP2-4.5 (Middle of the Road)","Statistical"
2024-01-01,2024,1,"prec",41.1844611339711,"SSP2-4.5 (Middle of the Road)","ARIMA"
2024-02-01,2024,2,"prec",86.2187295013761,"SSP2-4.5 (Middle of the Road)","ARIMA"
2024-03-01,2024,3,"prec",154.588365882952,"SSP2-4.5 (Middle of the Road)","ARIMA"
2024-04-01,2024,4,"prec",311.224179577478,"SSP2-4.5 (Middle of the Road)","ARIMA"
2024-05-01,2024,5,"prec",429.786499628986,"SSP2-4.5 (Middle of the Road)","ARIMA"
2024-06-01,2024,6,"prec",401.674007286138,"SSP2-4.5 (Middle of the Road)","ARIMA"
2024-07-01,2024,7,"prec",249.038918697135,"SSP2-4.5 (Middle of the Road)","ARIMA"
2024-08-01,2024,8,"prec",124.710750206866,"SSP2-4.5 (Middle of the Road)","ARIMA"
2024-09-01,2024,9,"prec",47.3994790236547,"SSP2-4.5 (Middle of the Road)","ARIMA"
2024-10-01,2024,10,"prec",28.2489489324658,"SSP2-4.5 (Middle of the Road)","ARIMA"
2024-11-01,2024,11,"prec",22.6338288375865,"SSP2-4.5 (Middle of the Road)","ARIMA"
2024-12-01,2024,12,"prec",33.0137029402118,"SSP2-4.5 (Middle of the Road)","ARIMA"
2025-01-01,2025,1,"prec",42.2395723607496,"SSP2-4.5 (Middle of the Road)","ARIMA"
2025-02-01,2025,2,"prec",87.7043144476009,"SSP2-4.5 (Middle of the Road)","ARIMA"
2025-03-01,2025,3,"prec",156.896119472348,"SSP2-4.5 (Middle of the Road)","ARIMA"
2025-04-01,2025,4,"prec",315.411535612852,"SSP2-4.5 (Middle of the Road)","ARIMA"
2025-05-01,2025,5,"prec",435.396603935613,"SSP2-4.5 (Middle of the Road)","ARIMA"
2025-06-01,2025,6,"prec",406.982974982205,"SSP2-4.5 (Middle of the Road)","ARIMA"
2025-07-01,2025,7,"prec",252.51626533025,"SSP2-4.5 (Middle of the Road)","ARIMA"
2025-08-01,2025,8,"prec",126.696158818096,"SSP2-4.5 (Middle of the Road)","ARIMA"
2025-09-01,2025,9,"prec",48.4571523806863,"SSP2-4.5 (Middle of the Road)","ARIMA"
2025-10-01,2025,10,"prec",29.0406026240515,"SSP2-4.5 (Middle of the Road)","ARIMA"
2025-11-01,2025,11,"prec",23.3581010880336,"SSP2-4.5 (Middle of the Road)","ARIMA"
2025-12-01,2025,12,"prec",33.8625336798904,"SSP2-4.5 (Middle of the Road)","ARIMA"
2026-01-01,2026,1,"prec",43.2045455291274,"SSP2-4.5 (Middle of the Road)","ARIMA"
2026-02-01,2026,2,"prec",89.2148645210209,"SSP2-4.5 (Middle of the Road)","ARIMA"
2026-03-01,2026,3,"prec",159.236971206065,"SSP2-4.5 (Middle of the Road)","ARIMA"
2026-04-01,2026,4,"prec",319.654572340255,"SSP2-4.5 (Middle of the Road)","ARIMA"
2026-05-01,2026,5,"prec",441.079461482889,"SSP2-4.5 (Middle of the Road)","ARIMA"
2026-06-01,2026,6,"prec",412.361516846044,"SSP2-4.5 (Middle of the Road)","ARIMA"
2026-07-01,2026,7,"prec",256.041206678266,"SSP2-4.5 (Middle of the Road)","ARIMA"
2026-08-01,2026,8,"prec",128.711258887966,"SSP2-4.5 (Middle of the Road)","ARIMA"
2026-09-01,2026,9,"prec",49.5333843733073,"SSP2-4.5 (Middle of the Road)","ARIMA"
2026-10-01,2026,10,"prec",29.8471881555889,"SSP2-4.5 (Middle of the Road)","ARIMA"
2026-11-01,2026,11,"prec",24.0964966011389,"SSP2-4.5 (Middle of the Road)","ARIMA"
2026-12-01,2026,12,"prec",34.7269823840979,"SSP2-4.5 (Middle of the Road)","ARIMA"
2027-01-01,2027,1,"prec",44.1865955551263,"SSP2-4.5 (Middle of the Road)","ARIMA"
2027-02-01,2027,2,"prec",90.7490383749225,"SSP2-4.5 (Middle of the Road)","ARIMA"
2027-03-01,2027,3,"prec",161.611410340187,"SSP2-4.5 (Middle of the Road)","ARIMA"
2027-04-01,2027,4,"prec",323.954022687988,"SSP2-4.5 (Middle of the Road)","ARIMA"
2027-05-01,2027,5,"prec",446.836010500334,"SSP2-4.5 (Middle of the Road)","ARIMA"
2027-06-01,2027,6,"prec",417.810538166218,"SSP2-4.5 (Middle of the Road)","ARIMA"
2027-07-01,2027,7,"prec",259.614384276426,"SSP2-4.5 (Middle of the Road)","ARIMA"
2027-08-01,2027,8,"prec",130.756477112643,"SSP2-4.5 (Middle of the Road)","ARIMA"
2027-09-01,2027,9,"prec",50.6284681038084,"SSP2-4.5 (Middle of the Road)","ARIMA"
2027-10-01,2027,10,"prec",30.6689498931055,"SSP2-4.5 (Middle of the Road)","ARIMA"
2027-11-01,2027,11,"prec",24.849250040002,"SSP2-4.5 (Middle of the Road)","ARIMA"
2027-12-01,2027,12,"prec",35.6073016523566,"SSP2-4.5 (Middle of the Road)","ARIMA"
2028-01-01,2028,1,"prec",45.1859933271931,"SSP2-4.5 (Middle of the Road)","ARIMA"
2028-02-01,2028,2,"prec",92.3071854608269,"SSP2-4.5 (Middle of the Road)","ARIMA"
2028-03-01,2028,3,"prec",164.019905889675,"SSP2-4.5 (Middle of the Road)","ARIMA"
2028-04-01,2028,4,"prec",328.310629585649,"SSP2-4.5 (Middle of the Road)","ARIMA"
2028-05-01,2028,5,"prec",452.667201251743,"SSP2-4.5 (Middle of the Road)","ARIMA"
